Player,469,655
GhostRed,474,462
GhostRed,542,360
GhostPink,270,110
GhostBlue,922,562
Bus,12,50
Bus,12,100
Bus,12,150
Bus,12,200
Bus,12,250
Bus,12,300
Bus,12,350
Bus,12,400
Bus,12,450
Bus,12,500
Bus,12,550
Bus,12,600
Bus,12,650
Bus,12,700
Bus,62,700
Bus,112,700
Bus,162,700
Bus,212,700
Bus,262,700
Bus,312,700
Bus,362,700
Bus,412,700
Bus,462,700
Bus,512,700
Bus,562,700
Bus,612,700
Bus,662,700
Bus,712,700
Bus,762,700
Bus,812,700
Bus,862,700
Bus,912,700
Bus,962,700
Bus,62,50
Bus,112,50
Bus,162,50
Bus,212,50
Bus,262,50
Bus,312,50
Bus,362,50
Bus,412,50
Bus,462,50
Bus,512,50
Bus,562,50
Bus,612,50
Bus,662,50
Bus,712,50
Bus,762,50
Bus,812,50
Bus,862,50
Bus,912,50
Bus,962,50
Bus,962,100
Bus,962,150
Bus,962,200
Bus,962,250
Bus,962,300
Bus,962,350
Bus,962,400
Bus,962,450
Bus,962,500
Bus,962,550
Bus,962,600
Bus,962,650
Bus,962,700
Bus,112,150
Bus,162,150
Bus,112,200
Bus,162,200
Bus,112,300
Bus,162,300
Bus,812,150
Bus,862,150
Bus,812,200
Bus,862,200
Bus,462,100
Bus,512,100
Bus,462,150
Bus,512,150
Bus,462,200
Bus,512,200
Bus,262,150
Bus,312,150
Bus,362,150
Bus,262,200
Bus,312,200
Bus,362,200
Bus,812,300
Bus,862,300
Bus,612,150
Bus,662,150
Bus,712,150
Bus,612,200
Bus,662,200
Bus,712,200
Bus,412,400
Bus,562,400
Bus,412,450
Bus,412,500
Bus,562,450
Bus,562,500
Bus,462,500
Bus,512,500
Bus,262,300
Bus,312,300
Bus,362,300
Bus,312,350
Bus,612,300
Bus,662,300
Bus,712,300
Bus,662,350
Bus,462,300
Bus,512,300
Bus,412,600
Bus,462,600
Bus,512,600
Bus,562,600
Bus,112,600
Bus,162,600
Bus,212,600
Bus,212,550
Bus,212,500
Bus,212,450
Bus,212,400
Bus,112,500
Bus,112,450
Bus,112,400
Bus,312,400
Bus,312,500
Bus,312,550
Bus,312,600
Bus,862,600
Bus,812,600
Bus,762,600
Bus,762,550
Bus,762,500
Bus,762,450
Bus,762,400
Bus,662,400
Bus,662,500
Bus,662,550
Bus,662,600
Bus,862,400
Bus,862,450
Bus,862,500
Dot,74,112
Dot,74,162
Dot,74,212
Dot,74,262
Dot,74,312
Dot,74,362
Dot,74,412
Dot,74,462
Dot,74,512
Dot,74,562
Dot,74,612
Dot,74,662
Dot,124,112
Dot,174,112
Dot,224,112
Dot,324,112
Dot,374,112
Dot,424,112
Dot,424,162
Dot,424,212
Dot,424,262
Dot,374,662
Dot,324,662
Dot,274,662
Dot,224,662
Dot,174,662
Dot,124,662
Dot,274,612
Dot,274,562
Dot,274,512
Dot,274,462
Dot,274,412
Dot,274,362
Dot,224,362
Dot,174,362
Dot,124,362
Dot,174,412
Pizza,174,462
Dot,174,512
Dot,174,562
Dot,124,562
Dot,124,262
Dot,174,262
Dot,224,262
Dot,274,262
Dot,324,262
Dot,374,262
Dot,224,212
Dot,224,162
Dot,224,312
Dot,574,112
Dot,624,112
Dot,674,112
Dot,724,112
Dot,774,112
Dot,824,112
Dot,874,112
Dot,924,112
Dot,924,162
Dot,924,212
Dot,924,262
Dot,924,312
Dot,924,362
Dot,924,412
Dot,924,462
Dot,924,512
Dot,924,562
Dot,924,612
Dot,924,662
Dot,874,662
Dot,824,662
Dot,774,662
Dot,724,662
Dot,674,662
Dot,624,662
Dot,574,662
Dot,524,662
Dot,424,662
Dot,574,262
Dot,574,212
Dot,574,162
Dot,624,262
Dot,674,262
Dot,724,262
Dot,774,262
Dot,824,262
Dot,874,262
Dot,774,212
Dot,774,162
Dot,524,262
Dot,474,262
Dot,774,312
Dot,774,362
Dot,724,362
Dot,824,362
Dot,874,362
Dot,824,412
Dot,824,462
Dot,824,512
Dot,824,562
Dot,874,562
Dot,724,562
Dot,724,612
Dot,724,512
Dot,724,462
Dot,724,412
Shield,524,462
Dot,524,412
Dot,474,412
Dot,474,362
Dot,424,312
Dot,424,362
Dot,574,362
Dot,574,312
Dot,574,562
Dot,624,562
Dot,524,562
Dot,474,562
Dot,424,562
Dot,374,562
Dot,374,612
Dot,624,612
